uid	iids
1582	597,791,1160
1583	70,980,1435
1584	779,877
1585	70,644,858,912,736,267
1586	71,906,872,888,1030
1587	71,76,274,274,143
1588	71,179,199,322,322,768,926,1139
1589	71,819,255,776,1052
1590	213,545,957,956,573,1123,198,510,510,71,756
1591	205,855,71,334,334,1052,767,990,1015,1009,1108
1592	973,801,1217,97
1593	71,776,345,345,682,773,682,983,1425,1278,1544,1523,952,1068
1594	181,71,334,334,812,895,1103,973
1595	72,71,76,345,345
1596	71,1450,1241,1276
1597	270,71,1217,1092,1151
1598	1299
1599	404,404,71,1108,1507
1600	1082,1215,1405
1601	103,767
1602	72,334,334,970
1603	775,1258,1399,1308
1604	73,857,676,489
1605	73,211,637,643,704
1606	73,361,361,594,594,684,708,716,737
1607	73,651,1068
1608	73,716,737,532
1609	73,880,531
1610	320,320,74,320,320
1611	320,320
1612	74,565,691,866,676
1613	74,562,706,627,174
1614	74,563,877,878,115
1615	877,562,878,116,74
1616	74,134,866,565,1034
1617	75,75,554,338,338
1618	824,211,579,75,75
1619	188
1620	422,422,1508,75,422
1621	1014,75,619,699,746,361
1622	75,937,666,231
1623	422,422,1508,257,590,627,422,422,554,76,179,422,422,422,422,1508,644
1624	662,1043,76,895,1066,246
1625	76,345,345,793,543
1626	76,334,334,1044
1627	317,317,1140,1008
1628	76,334,334,820,83
1629	334,334,76,1147
1630	76,560,931
1631	76,1016
1632	76,1215,1297,1379,1278,1489,1241,1476,1136,1230,1325
1633	76,729
1634	205,76,776,538,1008,1146,1168,1253,1094,1419,1449,660,891
1635	819,76,1078,1452,1475,435,435
1636	181,76,849,602,690,940,1104,973,832,1212,1297
1637	648,836,1029,490,490
1638	77,1370,970,1462
1639	510
1640	549,865,235
1641	231,521,510,510
1642	77,210,727,1361,1434
1643	778,77,767,929,1009,1108,560,1225,1370,1285
1644	77,120,945,1038,1286,1460,798,1487,1449
1645	77,1108,1044,1460
1646	1092,1248,1485
1647	103,77,1128,1187,890,1148,879,1331,1533,1195
1648	77,934,773
1649	849,77,733
1650	77,767,832,1154,513,648,1487,821,961,1436,1068
1651	1151,1263
1652	824,1091,1160,770,1313,1262,1312,1247,682,921,1181
1653	617,1171,1227,1235,1548
1654	77,275,275,1227,1243,668,844,1489,1222,1361,1543,1544,1018,443,443,476,476,1542,931,1261
1655	1100,1108,1285
1656	302,302,800,1548
1657	1312,1201,1328,753,1462,1021
1658	77,1196,586
1659	77,288,288,866
1660	1012,503,503,914
1661	108,184,814
1662	78,353,353,145,1225,1183,945
1663	79,80,184,685,1332
1664	79,619,667
1665	699,746,80,410
1666	83,1075,1128
1667	80,1064,1151,1207,1209,1266,823,1363,1479,1509,1512,1446,1099,660,1410,961,1436,266,826,1068,1405,229,1539,1537,1543,1378,358,358
1668	273,273,489,489
1669	81,768,503,503,914
1670	81,493,493
1671	82,452,452,454,454
1672	82,349,350,349,350
1673	82,261,350,377,378,452,350,377
1674	260,82,349,350,453,349
1675	83,350,418,350,418,417,417,82
1676	83,1207,941,1245
1677	1146,1116,83,1471,798,1228,1456,1531,1426,826,1244,999
1678	776,647,828,970
1679	690,83,1288,945,1247,1164,1475,1202,651,1068,896
1680	778,767,797,83,133
1681	1209,1235,754,1076,1048,1371,1372
1682	1187,836
1683	1052,83,1266,1381
1684	83,190,910,1028,800,109,888,97,1247,1372
1685	97,84,998,1252,1256
1686	84,317,510,317,510
1687	85,462,464,462,464
1688	463,463,162,85,462
1689	85,86,462,464,462
1690	85,315,462,464,315
1691	85,130,86,88,502
1692	548,85,777,1009,832,974,302,302,663,1092,1292,1299,1536
1693	87,611,612,1127,1233
1694	151,828,87,87,567
1695	633,699,699,746,746,1201
1696	372,372,915,88
1697	764,764,89,1268
1698	735,88,653,653,969
1699	218,510,510,89,217
1700	820,1110,762,668,1447
1701	88,599,110,1391,1416
1702	627,627,174,655
1703	503,503,914,89
1704	699,746,903,1002,89
1705	717,353,353,89,845
1706	89,466,485,466,485
1707	89,1097,1306
1708	89,809,119,1117
1709	89,699,746,699,699,746,746,503
1710	357,357,89,564
1711	90,308,308,307,307
1712	636,638,644,90,308
1713	90,308,309,308,309
1714	308,308,90,309,309
1715	90,308,311,308,311
1716	89,781,836,109,765,554,1256,667,547,892,1029,864,1286,943,943,943,943,232,1032,1059,798,874,1457,1461,1427,1458,1056,1548,1383,1407,1182,1415,1181,1514,1054,1443,1426,268,391,391,263,229,1350,1039
1717	896,977,924,266,91,1050,1359
1718	1187,1035,1403,773,566,1439,1284,1503,1341,582,931,1537,1493,792,91,133
1719	241,92,150,541,715
1720	716
1721	93,424,424,653,965
1722	762,93,331,331
1723	308,308,93,610,985,1185,1178,1184,1186,607
1725	503,503,914,93,317
1726	199,653,965,653,653,653
1727	93,625,592
1728	93,616,917,392,392
1729	941,699,746,699,746
1730	96,95,366,366,516,616,726,822
1731	400,400,1505
1732	326,326,830,335,96
1733	758,937,699,746,975,990,958,647,1149,1181,1095,1393,615
1734	215,95,249,899,503,503,914
1735	800,1206,941,95,1035,1011,1400,1060,1461,1246,1456,1056,1057,1372,1549,390,390,1535,268,1429
1736	631,829
1737	822,824,770,516,616,616,95
1738	249,95,366,366,595
1739	1239,1116,97,897,952
1740	1015,97,1248,970,1119,1304,1195
1741	647,97,106,864,107
1742	345,345,97,1309,941
1743	1225,97,1194
1744	97,1226
1745	536,940,1104,1145,97
1746	1291,289,289,1148,1258,1094,1274,1402,1383,1521,1414,911,1120,1493,1195,896,555,1580
1747	1015,777,1227,97,1210
1748	989,97,1343,945
1749	647,97,1290,1333
1750	734,799,97,699,746,699,746,699,699,743,745,746,746
1751	98,141,162,1295,1345
1752	248,754,98,753
1753	98,181,302,302
1754	98,132,974,302,302
1755	376,376,128,98,536,334,334,812,776,900,1016,131,1307,1307,832,302,302,973,849,146,1296,1300,1298,1253,1052,1379,1076
1756	162,98,141,142,178
1757	99,132,790
1758	99,142,973,1295
1759	99,162,790,900,181
1760	99,142,302,304,302
1761	565,99,832,974,1253
1762	870,99,142,175,303
1763	231,596,858
1764	309,309,100,1032,223
1765	744,1144,233,100,1210,1574,1262,680,1171,1285,1318,921,1404,1080,960,227,1246,1373,1449,944,595,1505,1447,1364,796
1766	503,503,914,100,892
1767	625,100
1768	100,774,776,1043,892
1769	171,404,404,1286,1240,1077,918,1548,1371,264,101,931,1547
1770	516,1313,1312,1297,1301,1388,1201,1029,1411,688,1047,1476,490,490,1524,886,1356,101
1771	910,1310,1299,1452,1533,1528,1019,1486,1540,918,1523,1462,1495,931,1021,101,1410,1534,1550,651,1195,1068,559,1010
1772	945,1241,1181
1773	102,141,142,691,1298
1774	102,140,274
1775	103,1147
1776	103,513,120,1283,1285,1335,1090,1097,1534,1202
1777	103,990,894,801,1541,1473
1778	103,946,1154,1334
1779	103,913,1460,1363,1129,1480,1019,1479,490,490,1440
1780	982,854,1390,1399,1483,1550
1781	973,832
1782	103,973,560,1154,1256
1783	103,1149,1011,1029
1784	103,1160,1227,1156
1785	103,940,1104,1528
1786	104,699,746
1787	104,506,506,717
1788	104,779,774,1310
1789	237,269,489,489,105,218,551
1790	461,461,207,105,564
1791	214,683,880,936,956
1792	105,156,209,704
1793	733,1155,934,109,106
1794	797,888,106,1388,846
1795	975,1225,1256,106,1080
1796	106,1253,266,1163,1118,669,1195
1797	289,289,106,556
1798	1204,1157,106,1194,1401,556,1274,1285,864,1419,668,1427,1438,1405,1507,1485,1472,846,1096,1195,1405
1799	146,981,1271
1800	1133,107,1524,1250
1801	127,565,866,107,1034
1802	275,275,570,107,672
1803	108,917,516,1373
1804	108,112,166,565,866
1805	236,108,392,392
1806	1098,1151,109,892,222,983
1807	1016,892,1286
1808	690,733,109,1379,823
1809	929,1108,1155,109,223
1810	849,110,1032,1257,225
1811	1150,648,146,1253,110
1812	404,404,1298,110,1450
1813	1273,110,1243,249,1069
1814	941,1245
1815	503,503,914,1147,1204,1128,1173,982,1352,665,110,841,817,1419,853,266,1544,1483,1371,932,796,842,1284,1543,1099,1124,1195,1205
1816	1052,946,1108,777,987,1206,110,1286,623,266,1191,1222,1361,1113,476,490,476,490,1023,1244,1529,1410,1537,1238,537,1470,525
1817	1229
1818	888,945,1318,1482,1335,1382,1090
1819	1100,1147,1173,111,556,1379,1374,1487,1049,1416,1129,1276
1820	690,757,1278,1372
1821	781,1092,111,1298,1456,1540
1822	1092,111,695,1425
1823	1172
1824	111,1527,1407
1825	340,1204,111,582
1826	547,548,546,159
1827	275,275
1828	510,510,112,489,489
1829	1105,112,1266,583
1830	256,379
1831	113,256,379,379
1832	113,118,254,294,294,554,702
1833	113,254,374,374,571
1834	297,297
1835	113,374,374
1836	610,532,1294,114,1095
1837	342,342,114,1068,287
1838	114,156,1038,574,154,858,670
1839	145,658,344,344
1840	115,661,877,119,541,1117
1841	115,877,878,562,878
1842	885,932,338,338
1843	287,408,287,408
1844	117
1845	117,524,189,653,965
1846	295,295,724,656,118
1847	629,118,295,295
1848	350,350,118,447,447
1849	295,447,295,447,571,581
1850	118,295,379,295,379
1851	256,379,379,558,902,118,295
1852	118,295,379,295,379
1853	1026,137,119,1117,221
1854	119,320,320,1026,1117
1855	119,1117,524,1069,1055
1856	771,119,134,531,1117
1857	1207,120
1858	913,1411,1459,1479,772
1859	1009,1140
1860	801,1146,1263,120
1861	120,1388,804,1329,817,1548,443,443,229,1337,1514
1862	1153
1863	778,1316,1517,1426
1864	120,1427
1865	288,288,120,476
1866	120,229,1419,1222,1361
1867	1100,1082,120,1281,1361,1509,1534,651,651
1868	762,762,120,1198,1374,1438,1450,796,842,753,886,952,1022,1244
1869	1220,801,1087,1080,1081
1870	120,1448,1383,660,1068
1871	857,121
1872	257,590,121,1366,248
1873	121,280,280,355,355
1874	1359,596
1875	122,280,355,280,355
1876	872,122,407
1877	122,281,407,281,407
1878	122,822,917,1385,1214
1879	123,158,500,500,499
1881	127,166,352,352,124
1882	866,1034,126,124,565
1883	192,866,626
1884	126,832,175,462
1885	127,392,392,502,502
1886	129,129,1489,1475,793,1241,1417,1476,391,391,396,1453
1887	774,404,404,1248
1888	129,962,1063
1889	1092,754
1890	862,910,1144,539,1172,129,1089,1068,1195,1126,586
1891	1165,1290,1333
1892	334,334,143,729,1064,1075,1008
1893	1248
1894	539,1256,129,1457,1475,1518,1407
1895	334,334,602,1154,1289,129,756,1352,229,1282,1475,185,1410
1896	192,626,130,626
1897	1034,1132
1898	866,1034,565,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575,575
1899	819,963,1043,182,1297,1292,1299,1298,1253,130,1241,1536,1325,264
1900	695,230,1278
1901	131,937,1006
1902	131,274,274,181,1314
1903	1253,845,303,303
1904	181,790,132,1462
1906	132,790,830,870
1907	132,141,142,503,503,663
1908	375,375,256,907,528,693,227,960,748,1431,1271,793,1137,796,1021,902,1063,1120,1488,390,390,1020,1163,772,1024,1119,1022,1095,1495,582,1099,1118,207,1089,391,391,1195,1203,1068,1068
1909	602,538,1239,1210,1298,1054,1013,1399,1308,1419,1423,1363,1452,1222,1526,1504,1542,660
1910	538,356,523,134,608
1911	878,200,638,858,134
1912	411,411,1218,134,238
1913	422,422,1508,422,422
1914	598,1342,134,598,714
1915	134,526,948,697,877
1916	704
1917	517,531,562,697
1918	355,355,1550
1919	965,653,136,650
1920	1002,136,699
1921	941,909,1224
1922	237,136
1923	633
1924	320,320,137,751
1925	138,824,1392,1505
1926	139,622,763
1927	138,504,504,596,1109,516,822
1928	282,283,285,282,283
1929	684,139,807,1159,1421
1930	139,412,412,1007
1931	139,252,654,684,184
1932	412,412,139
1933	726,822,995,1012,139
1934	899
1935	267,434
1936	140,431,431,510,510
1937	790,1297,141,303,303
1938	162,790,1292,1295,1297
1939	159,1297,1301,1298,1292,1299
1940	974,1522
1941	181,956,141,510,510,927,973,1394
1942	302,304,302,304,790
1943	181,143,1052,973,302,302,1295,1299,1292
1944	142,175,1031,429,429
1945	1195,1468,583
1946	143,1574
1947	143,890,888,1054,623,1271,651
1948	143,1017,781,1105,1389
1949	181,143,973,832,1062,1175,1298,1300,1296,1301,1299,693,1248,1226,1125,1254,1134,747,1438,1442,618,1509,1121,1521,1182,1181,1367,1120,582,268,1195,1126
1950	143,1179,1155,513,1145
1951	143,1172,233,1067,1425,1487,1386
1952	143,728,513,355
1953	565,1150
1954	218,466,466,478,478,374
1955	546,1439,181,145
1956	493,493,197,293,293
1957	145,399,399,399,399
1958	617,337,337,1098,1156,146
1959	1173,146,945,1019,1541,264,583,1181,792
1960	1402,891,1472,962
1961	289,289,146,762,981,1248,1363,1395,1463,1540,753,796,598,1342
1962	974,146
1963	737,956,147
1964	392,392,840,650,650
1965	791,1145,1312,1475,1284,1337,583,148
1966	427,427,651,198,148
1967	576,729,973,1225,539,149,1079,1399,229,1318,970,1515,1550,598,840,651,1195,1405,1465,1537,1349,1493,358,358,1429,993,1468
1968	150,568,596,715,999
1969	296,296,297,297,702,959,150
1970	503,503,914,515,150
1971	150,364,364,368,368
1972	497,497,279,279,279,279,530,530
1973	1519,660,152,924
1974	229,556,1278,1542,660
1975	872,1029,805,152
1976	1316,1247,1266,1471,1488
1977	1150,1128,754,465,465,1517,1523,1538,1433
1978	1525,660,207,1435,630,912,1493,229,559,152,358,358,266
1979	922,922,152,257,590
1980	267,926,1134,633
1981	585,152,1038,696,155
1982	208,682,152,810,681
1983	243,1007,152,520,707,412,412,645,803
1984	320,320,320,320
1985	153,155,154
1986	155,520,707,707,783
1987	682
1988	660,738,802,154,1167
1989	156,510,510,489,489
1990	689,694,156
1991	1252,831,1253,1390,906
1992	157,185,620,1021,1044
1993	1036,1450,1451,1136
1994	987,1082,693,1226,1069,932,157,598,1195,1494,1096,739
1995	1087,982,886,1367
1996	345,345,1052,1079,672,1344,886
1997	1172,1491,1446,840,651,1327,1543,1490,158,253,887,1362
1998	158,213,1551,1010,1432
1999	500,500,1551,158,158,158,499
2000	1015,1103,302,302,1161,1575,970,1471,1517,158,1432
2001	289,289,890,1256,945,952
2002	288,288,538,1008,178,1210,1258,864,185,1119
2003	1155,836,165,1265,1191,1061,264
2004	1038,1049,1048,1484,902,1195,1202,1068
2005	690,648,1389,853,1047,1048,1442,1503,1021,1126,158,1579
2006	270,158,1432
2007	1235,796,1068,158
2008	775,791,1220,981,1364,1019,1447,1509,582,158,1432,875
2009	990,1155,647,941,1245,1390,793,1159,1364,1371,1356,1410,158
2010	895,940,1104,1297,1300,556,826,682,1222,1549,266,1195
2011	559,158,1579,876
2012	690,513,1047,902,651
2013	1144,1152,1183,1575,1287,841,1400,817,1159,1484,931
2014	158,499,499
2015	615,221,521,848,1063
2016	158,500,500,499,499
2017	500,500,158,158,499
2018	158,158,172,499,499
2019	158,500,499,500,499
2020	159,302,304,302,304
2021	698,902,1063
2023	160,489,489,822,1366
2024	181,510,510,830,160
2025	992,160,510
2026	491,491,160,199,488,510,488
2027	457,457,608,365,365,673,235
2028	462,464,462
2029	162,790,1292,975,691
2030	162,302,302,175,790,900
2031	1499,163,218,566,489
2032	277,277,521,641,849
2033	163
2034	164
2035	892,355,355
2036	510,510,164,299,299,723
2037	164,1155,1077,1353
2038	1008,165,1331
2039	165,1426,1359
2040	866,870,1034,1545
2041	175,565,866,565
2042	1100,1153,1258,1330,931
2043	167,654,878,1083,266
2044	167,411,411,1051,1285
2045	167,314,314,607,985
2046	168,238,515,572,1236
2047	368,368,168,241,721
2048	168,241,387,387,515
2049	168,239,715,715,238
2050	502,502,632,217,169
2051	699,746,976,412,412
2052	169,521,424
2053	625,170,422,422,705,446,446,522
2054	594,1468,171,1023,1024
2055	172,499,499,739,1505
2056	1275,87,942
2057	670,1164,171
2058	902,902,659,627,171
2059	502,502,916,347,347,988,510,510
2060	997,627,915,174,184
2061	659,221,221,174,627
2062	174,627,244,1163
2063	554,175,1292,900
2064	176,176,176,763,753,762,1008,1145,1087,266
2065	797,257,590,1381,1292,747,1434,1021,1538,896
2066	1144,513,1207
2067	177,1194,1353,1349,664
2068	103,288,288,513,1156,1217,1054,1198,1548,1284
2069	177,831,872,971,1195,949,651,1195
2070	648,177
2071	177,1309,1011,1201,1248,230,672,1246,1512,185,1063,598,1342,1195
2072	1098,1144,934,539,1009,178,1310,1301,1368,1285,1369,1281,1308,623,1480,1484,1486,1479,1481,1509,1137,1383,1521
2073	503,503,914,759,179
2074	749,179,489
2075	521,224,644,679,939
2076	179,498,498,561,1085
2077	179,821,148
2078	206,1193
2079	418,418,418,418
2080	249,944,950,206
2081	1404,510,510,758,489,489
2082	257,257,590,590,181
2083	181,495,495,495,495
2084	358,358,1450,1452,1344,443
2085	735,699,742,746,755,194,181,849
2086	181,646,1114,529,794
2087	182,607,1097,1529,673,845
2088	389,389,720
2089	808,700,411,411,183
2090	764,183
2091	625,412,412,183,744
2092	1343,1281,823,1430
2093	1274,185,1089,1334,1550,1124,1068,1068
2094	1151,1207,1487,465,465
2095	345,345,767,1100,1108,733,302,302,1152,1116,1298,1253,1326,358,358,1054,1399,229,921,1281,1308,960,747,748,1036,266,1353,1431,1405,1395,1386,1276,1372,1543,1518,1325,821,185,1099,391,391,1539,1052,701,555
2096	1063,848,528,1014
2097	957,956,186,1191,1132
2098	188,653,653,653,965
2099	695,1095,188,196,502
2100	662,188,1152,355,355
2101	617,546,553,731,1369,1487
2102	429,429,293,293,189
2103	753,189,211,883,761
2104	189,510,510,822,824
2105	189,314,314,1505
2106	510,510,489,489
2107	699,742,746,850,699,699,746
2108	699,746
2109	824,660,192
2110	627,192,503,503,914
2111	570,565,1034,866
2112	193,504,504,596,975
2113	355,355,281,281
2114	193,865,773,804,353
2115	193,424,424,217,489
2116	965,194,653,856,195
2117	768,194,610
2118	806,965,1348
2119	680,653,653,653
2120	195,653,653,653,714
2121	196,634,706,1050
2122	196,627,655,1123,1193
2123	199
2124	517,1123,197,826,751
2125	269,431,431,198
2126	197,322,510,322,510
2127	293,428,293,428,198
2128	198,510,510,385,480
2129	489,489,428,428,198
2130	198,218,489,510,489
2131	198,322,489,322,489
2132	198,199,257,385,385,590
2133	198,1392,427,427,475,479
2134	673,198,199,468,468
2135	198
2136	198,218,436,483,436,483,477,477
2137	510,510,198,199,433
2138	480,480,198,385,468,470,385
2139	198,510,510,496,496,633,428,428
2141	198,321
2142	198,475,475,482,482
2143	198,830,574,740
2144	689,881
2145	198,510,510,1012,1114
2146	321,321,199
2147	199
2148	510,510,1417
2149	510,510,480,483,480,483
2150	489,489,199,510,510
2151	199,510,510,601,1274
2152	199,491,491,440
2153	489,489,652,510
2154	199,980,633
2155	470,470,510,510,489
2156	510
2157	385,385,199,510,510
2158	488,488,199
2159	468,510,468,510
2160	817
2161	199,429,480,429,480
2162	199,217,440,440,516
2163	199,480
2164	435,435,199,434
2165	199,384,480,510,384,480
2166	843
2167	199,217,510,510
2168	199,216,217,510,510
2169	199,434,440,510,434,440,510,783
2170	384,429,491,384
2172	435,435,429,429,199
2173	427,427,199,429,475,429,475,510
2174	199,217,218,322,322
2175	199,441,441,435,292
2176	653,653,926,965,1134
2177	242,387,387,568,715,715,654,837,200
2178	645,885,644,200,567
2179	1421,1452,1364,1541,1124
2180	1057,1486,1372,1182,1414,1044,1238,1360
2181	832,560,872,1031,797,1212,1312,1262,1388,1030,1201,1318,1330,1381,489,489,1404,1364,1479,1481,1509,476,490,476,490,1462,1042,1124
2182	1165,839,681,1274,1228,1449,842,756,1520,886,1435,1199,651,1068,1195,1068,1433,201
2183	302,302,1157,1331,1283,1164,1391,1282,1425,618,1540,1482,1199,1195,1068,1124,651,201,977
2184	1120,686,543,201,1205
2185	229,949,1068,396,396,1044,201
2186	780,653,941,203,1159,793,796,1304
2187	1153,1147,1290,1333,1011,203,921,1502,1480,1486,1525,1021,1068,1203,1124,1195,1546,1354,701
2188	1351,1390,682,681,1326,1266,203
2189	777,756,693,1226,1326,1254,203
2190	1082,1254,203,227,1271,1386,1056,932,1018,157,390
2191	1098,767,800,203,227
2192	1390,203,1308,1449,1372,443,443,1284,1446,1334,826
2193	536,546,302,302,800,1256,1263,693,1352,913,203,804,1459,1019,1056,1548,476
2194	1043,1172,1173,1263,1300,1298,1292,1301,1253,693,1226,1030,1379,1275,203,1358,828,864,1201
2195	328,328,212,1490
2196	204,361,361,1221
2197	204,653,653,653,965
2198	204,238,66
2199	491,510,491,510,429,429,470
2200	634,640,699,746,1445,745,699,746
2201	205,776,901
2202	205,1008,853,1180
2203	853
2204	205,888,1369,229,1415,1338,1195,1068
2206	1052,853,359
2207	754,1419,266
2208	205,1401,1419,1410
2209	606,610,768,206
2210	207,338,338
2211	461,461,1138,683,972
2212	673,1007,208,582,1191
2213	208,633,803,1275,707,1134
2214	369,369,1178,1184,207
2215	208,660,714,738,135
2216	355,355,208,682,738
2217	1518,1337,1163,207,1334
2218	778,513,1146,1149,508,508,1288,1320,897,1402,1164,1286,1419,1471,1457,1049,1489,618,1417,1543,1485,1540,1463,1482,750,1356,1024,207,1068,1350,1044,358,358
2219	209,489,489,473,476
2220	209,433,493,433,493
2221	441,441
2222	209,292,427,479,482,292,427
2223	320,320,848
2224	320,320,211
2225	790,455,455,653,965
2226	544,213,214,653,965
2227	212,422,422,1508
2228	633,936,212
2229	683,1123,1050,1051
2230	221,666,667
2231	503,503,914,822
2232	214,673,409
2233	532,737,213,848,1271
2234	704,956,214,704,936
2235	214,936,956,957
2236	808
2237	880,957,956,936,215
2238	789,683,215,673,956
2239	215,1561,549,865,1091
2240	365,365,215,235,608
2242	216,428,475,428,475
2243	698,216,428,428,751
2244	1366,489
2245	217,510,510
2246	217,489,489,1377
2247	738,217,321,321
2248	1106,217,700
2249	217,218,489,489,671
2250	440,440,217
2252	217,433,489,433,489
2253	217,439,440,439,440
2254	217,428,428,998
2255	217,432,445,432,445
2257	217,510,510
2258	217,502,510,502,510
2259	441,441,540,217
2260	217,436,442,436,442
2261	217,429,429,393
2262	221,217,427,427
2263	673,489,489,865,218
2264	384,427,384,427,217
2265	334,334,1298,1297,1283,1096,1534,1478,229,1047,218
2266	218,475,475
2267	218,384,480,384,480
2268	489,489,475,510,475,510,218,384,441,476,483,384,441,476,483,601,442
2269	301,301,814,717
2270	218,510,510,1339,1287
2271	838,916,955,478,478,218
2272	1071,218,769,250,621
2273	521,510,510,643
2274	355,355,1255,1107,699,746,742,978
2275	219,1345,1453,725
2276	944,521,1322,219
2277	429,475,429,475
2278	554,219,503,503,914
2279	411,411,219,684,1021
2280	549,220,221,370,370
2281	381,381
2282	741,699,746,699,746,1500,653,1373,744,733,749,1469
2283	778,1052,1098,929,560,801,538,1105,1387,872,1094,970,817,1411,1460,873,1363,1424,1405,465,465,1137,592,317,317,221,1271,1511,1514,1024
2284	799,717,717,221,768
2285	652,307,307,343,343
2286	699,741,746,221,1065
2287	698,738,412,412,725
2288	481,485,481,485,916
2289	699,746,699,746,221
2290	221,699,699,746,746
2291	680,221,803,1201,474
2292	653,965,969,221,699
2293	830,221,534,907,1397
2295	805
2296	372,372,221,646,1293
2297	699,699,699,699,699,699,746,746,746,746,746,746,852,699,699,746
2298	325,348,325,348,221
2300	695,1387,1030,651
2301	934,289,289,1032,222
2302	895,781,1154,765,1197,1402,229,222
2303	222,1535,1367,1068,1124,1195,1199,1068,1068,559
2304	311,311,388,388,223
2305	617,1147,1312,223,253
2306	1064,1288,892,805,223,1423,1489,793,1485,1136,1504,1518,942,397,397
2307	628,1400,1318,906,223,1386,1417
2308	862,1052,1147,223,1074,1474,390
2309	223,223,410,410,546
2310	257,590,224,228,413
2311	224,567,645,644,858
2312	567,644,224,837,638
2313	762,252,224,567,858
2314	224,641,1191,1190,668
2315	243,858,992,224,1360
2316	342,342,1096,225
2317	1519
2318	1212,1388,225,1521,1349
2319	987,894,225,1497,1496
2320	872,1390,970
2322	970,1460,1113
2323	767,1395,1056,1549
2324	963,820,1280,960
2325	1054,1369,227,1509,1481,443,443,490,1095
2326	340,1098,767,989,1009,872,290,290,227
2327	227,266,1578,1543,1277,1517,796,582,1367,583,1124,651,792
2328	1081,682,1329,227,669,651,1270,976
2329	767,990,1151,1134,227,1056,1057,932,490,490,465,476
2330	641,642,642,636,642
2331	917,644,770
2332	644,228,361,361,683
2333	803,229,1248
2334	1575,1080,823,1074,1095,614,931,651,263,1068,651,1068
2335	1165,1543,1024,1118,229,1539,543
2336	1316,1423,1277,1542,1512,1472
2337	890,1423,1425,1417,1483,902,1023,1024,1163,1020,1021,1063,1096,1119,1495,1118,1090,1531,229,1409,1244,1488,1022,1095,1099,840,651,826,1010,358,358
2338	1330,229,840,1493
2339	1043,1176,728,1170,1128,1175,1289,1401,945,1400,1461,1277,1512,669,229
2340	767,358
2341	1158,801,1266,1369,1190,1460,1495,263,229,1493,1195
2342	1284,1182,1023,1494,669,583,229,1195
2343	685,1092,554,1105,1232,546,553,1274,1399,1054,1330,1440,756,1271,1495,391,391,229,826,1405,1539,1473,1543,358,358,537
2344	1334,1510,1068,359,359
2345	728,1211,828,1318,1533,1521,1444,1408,229,1231,1493,1327
2346	1530,1435,1323,1477,1478,912,630,942,229,949,1124,1490,1405,1321,489
2348	1080,1431,1271,983,229,826
2349	1187,1128,1283,229,1363,1543,266,229
2350	632,404,404,777,929,1108,1150,800,879,1265,1283,921,970,1422,1540,490,490,229
2351	1008,229
2352	1239,1438,1422,1483,229,1520,1023,1124
2353	1211,435,435,476,476,229
2354	1514,1470
2355	1239,1209,1318,817,1181,1405,1546,1478
2356	1480,932,229,266,1520,952,1514,1095,1021,1096,1410,1378,1039
2357	670,1397,887
2358	800,1155,958,1170,647,1225,1211,1209,756,1320,1253,1029,754,913,945,1258,1285,1283,1400,804,229,1527
2359	728,1256,1234,1475
2360	733,1204,1151,773,229
2361	1265,633,358,358,682,1007,1076,1431,1456,1405,1395,1417,1543,465,465,753,756,1271,1495,1495,1090,1551,876,896
2362	780,974,800,1116,1035,355,355,1288,988,229,1282,1047,618,793,1526
2363	539,1173,1265,1029,1201,864,1389,804,1044,1399,1431
2364	1194,1054,229,266,1509,443,443,476,476
2365	778,334,334,929,1125,229
2366	777,864,229,1451,1542,1022,660
2367	774,1224,854,229,1276
2368	1052,334,334,1009,1204,1062,1173,1175,1170,1172,1283,1030,229,864,1164,1329,1134,1201,672,1416,1543,584,1074,1463,1509,953,1096,268,266,1202,651,1195
2369	941,1201,1247,229,1476
2370	229,1198,687,1271,1449
2371	1098,797,229,970,584,1136
2372	337,337,801,1194,229,443,443,756
2373	1235,892,229,1406,1021
2374	302,302,229,1079
2375	963,1003,290,290,358,358
2376	1194,229,1419,1059,1459,1386,1277,1021,1341
2377	229,293,436,293,436,524
2378	594,594,684
2379	939,984,1233,1305
2380	231,870,901,1519,605
2381	554,707,231,817,681
2382	231,751,1096,605,806
2383	591,231,510,510,320
2384	233,1232,1035,1310,1577
2385	1052,334,334,1087,233
2386	233,1025,1243,1230,1022,1426
2387	340,340,754,1246
2388	1017,836,233
2389	1013,1090,846,358
2390	653,965,653,653
2391	235,608,235,365,365
2392	236,236,456,456,768
2393	257,590,639,768,1324
2394	503,503,914,237,914
2395	662,237,1437,360,360
2396	666,699,699,699,699,699,734,746,746,746,746,746
2397	759,237,503,503,914
2398	516,822
2399	238
2400	568,1033
2401	238,241,554,489,489
2402	239,364,364,699
2403	240,1320,305,305,568
2404	877,950,365,365
2405	1096,961,1302,1436,1478
2406	934,1078
